"","X.1","X","stratum.id","LE_white_lcl","LE_white_med","LE_white_ucl","LE_white_mean","LE_black_lcl","LE_black_med","LE_black_ucl","LE_black_mean","LE_wbgap_lcl","LE_wbgap_med","LE_wbgap_ucl","LE_wbgap_mean","state","year","sex","Census_Region","Census_Division","stabbrs","state.map.order","stabbrs.map.order"
"3400",3400,70,"Washington DC.2003.Male",78.6026930540917,79.1036624213949,79.6381874082044,79.1113516190417,63.033790546236,63.539628371358,64.0339536845849,63.5375723068291,14.8391479478804,15.5629060990485,16.3036164553753,15.5737793122126,"Washington DC",2003,"Male","South","South Atlantic","DC","Washington DC","DC"
"3401",3401,71,"Washington DC.2004.Female",83.5620103650849,84.1428305477071,84.7217229511941,84.1323255590949,73.6475003242601,74.0336589077129,74.4242494686629,74.0302626485083,9.45973551331864,10.0944073606964,10.8089544872036,10.1020629105867,"Washington DC",2004,"Female","South","South Atlantic","DC","Washington DC","DC"
"3402",3402,72,"Washington DC.2004.Male",78.913787440382,79.4142885100427,79.9613823673665,79.4235748515918,63.6574902232264,64.1456026603605,64.6149505180329,64.1449091388732,14.5856197424613,15.2748630327397,15.9904829135288,15.2786657127187,"Washington DC",2004,"Male","South","South Atlantic","DC","Washington DC","DC"
"3403",3403,73,"Washington DC.2005.Female",83.9163286240618,84.4984409874023,85.1381608244452,84.5010445745565,73.6919781316531,74.1054037400355,74.4872089672176,74.1079585660912,9.70521002817213,10.387914356908,11.096921179602,10.3930860084653,"Washington DC",2005,"Female","South","South Atlantic","DC","Washington DC","DC"
"3404",3404,74,"Washington DC.2005.Male",79.1877839843392,79.7287058160245,80.2693584639468,79.7325767337537,64.0631101802168,64.5667878560758,65.0668449174988,64.5672146069088,14.4235390077526,15.1512874428704,15.86114684323,15.1653621268449,"Washington DC",2005,"Male","South","South Atlantic","DC","Washington DC","DC"
"3405",3405,75,"Washington DC.2006.Female",83.9587516738297,84.5567072146918,85.157047338886,84.5519821259214,73.9939486776897,74.3937162802893,74.7789525439118,74.379793097551,9.51064715046373,10.1568557846614,10.8667437610857,10.1721890283704,"Washington DC",2006,"Female","South","South Atlantic","DC","Washington DC","DC"
"3406",3406,76,"Washington DC.2006.Male",79.281757258633,79.8250241956576,80.3570524936377,79.8262176306871,64.7125253896697,65.1601263268073,65.6970934701201,65.1744196738671,13.880487270309,14.6689909846815,15.3746261957148,14.65179795682,"Washington DC",2006,"Male","South","South Atlantic","DC","Washington DC","DC"
"3407",3407,77,"Washington DC.2007.Female",84.1373596767735,84.6848360751601,85.2803213888609,84.6883038942805,74.3188259025607,74.7367876377977,75.1215134338174,74.7369327831051,9.26744751604692,9.95898970080115,10.6389949997865,9.95137111117544,"Washington DC",2007,"Female","South","South Atlantic","DC","Washington DC","DC"
"3408",3408,78,"Washington DC.2007.Male",79.5979744386674,80.1357701487432,80.672858147174,80.1355360820967,65.2696126549712,65.746265654526,66.2115546031492,65.749547078754,13.6648069901652,14.3960287893363,15.093374555989,14.3859890033426,"Washington DC",2007,"Male","South","South Atlantic","DC","Washington DC","DC"
"3409",3409,79,"Washington DC.2008.Female",84.3395636996695,84.9458521107281,85.5380557420288,84.9365782204282,74.7064014154325,75.1434719973934,75.5491289534361,75.1431278740374,9.07738627416526,9.78947425246109,10.5181193706145,9.79345034639073,"Washington DC",2008,"Female","South","South Atlantic","DC","Washington DC","DC"
"3410",3410,80,"Washington DC.2008.Male",80.0489547827622,80.5989743805475,81.1800617929418,80.6015711723694,65.8593317709532,66.3234091849721,66.779733102221,66.3188061030243,13.5904979778808,14.2751640943464,15.0472506709965,14.282765069345,"Washington DC",2008,"Male","South","South Atlantic","DC","Washington DC","DC"
"3411",3411,81,"Washington DC.2009.Female",84.7099961170957,85.3087986868638,85.9161500730722,85.3160007404508,75.207338725843,75.6448660099311,76.055470769944,75.6383541212629,8.96896535053648,9.66725773666091,10.4005236932516,9.67764661918797,"Washington DC",2009,"Female","South","South Atlantic","DC","Washington DC","DC"
"3412",3412,82,"Washington DC.2009.Male",80.4420800080206,81.051780990481,81.6451587799601,81.0522713707032,66.4801103510494,66.9921753470137,67.480773932127,66.9839804282412,13.3333120007843,14.0536308782868,14.9256384687354,14.068290942462,"Washington DC",2009,"Male","South","South Atlantic","DC","Washington DC","DC"
"3413",3413,83,"Washington DC.2010.Female",84.7613927130837,85.364452805487,86.0075164631581,85.3682937833942,75.5392736718233,75.9727394864814,76.3986774796924,75.9669138625493,8.66303906036696,9.39782157489748,10.1068196257066,9.40137992084487,"Washington DC",2010,"Female","South","South Atlantic","DC","Washington DC","DC"
"3414",3414,84,"Washington DC.2010.Male",80.8823434969845,81.5017287590917,82.1371125435166,81.5023175043662,67.4771664434153,67.9964867880942,68.5021255887167,67.99035784746,12.7841699458239,13.4985182029845,14.3207024623002,13.5119596569062,"Washington DC",2010,"Male","South","South Atlantic","DC","Washington DC","DC"
"3415",3415,85,"Washington DC.2011.Female",85.1427534816014,85.7115299866447,86.3800642937318,85.7283102171901,75.7162427285578,76.1601243957163,76.6037547438511,76.156397867001,8.85050538399293,9.56192954531335,10.3902951764603,9.57191235018911,"Washington DC",2011,"Female","South","South Atlantic","DC","Washington DC","DC"
"3416",3416,86,"Washington DC.2011.Male",80.9415985533767,81.5314704795677,82.192056795119,81.5338821819066,68.0870425970283,68.5822518820088,69.0495179623951,68.5719026969322,12.2280005728917,12.9432692462822,13.7456740414754,12.9619794849745,"Washington DC",2011,"Male","South","South Atlantic","DC","Washington DC","DC"
"3417",3417,87,"Washington DC.2012.Female",85.1712447590995,85.8365998481593,86.5323690019239,85.8352383138474,75.7725527341313,76.2236790431304,76.6862816367644,76.2298826421963,8.78991820088056,9.60360937325861,10.4206731679558,9.60535567165114,"Washington DC",2012,"Female","South","South Atlantic","DC","Washington DC","DC"
"3418",3418,88,"Washington DC.2012.Male",81.1074594225624,81.7508227355488,82.3637894664904,81.7370166926624,68.3897819975309,68.8923522069949,69.4157663276828,68.8971162461286,12.0557207089848,12.8480849634282,13.6632962341056,12.8399004465339,"Washington DC",2012,"Male","South","South Atlantic","DC","Washington DC","DC"
"3419",3419,89,"Washington DC.2013.Female",85.2622123053164,85.9848809596434,86.7429610469183,85.9947336924678,75.757316711955,76.2577486483131,76.7457330374828,76.2623449725106,8.82995273280391,9.71828104067602,10.6356179470291,9.73238871995714,"Washington DC",2013,"Female","South","South Atlantic","DC","Washington DC","DC"
"3420",3420,90,"Washington DC.2013.Male",80.9956230188581,81.6671199167229,82.3067605870831,81.6571650954406,68.4319862899894,68.9922788577052,69.5386965899842,68.9865315158688,11.8193709778969,12.6651760061208,13.5306200284705,12.6706335795718,"Washington DC",2013,"Male","South","South Atlantic","DC","Washington DC","DC"
"3421",3421,1,"West Virginia.1969.Female",73.9010228834568,74.1360221503435,74.3818737845865,74.1382431389378,66.9114243234776,68.0235369036864,69.0564605152149,68.0202099341452,5.04469389769765,6.10007002130755,7.27793630270881,6.11803320479267,"West Virginia",1969,"Female","South","South Atlantic","WV","West Virginia","WV"
"3422",3422,2,"West Virginia.1969.Male",65.7226275264848,65.9728679224881,66.2235350463266,65.970024604772,58.3113218264391,59.5435614106063,60.6742298448012,59.5433695635325,5.25189802652226,6.42087691942078,7.68678906514489,6.4266550412395,"West Virginia",1969,"Male","South","South Atlantic","WV","West Virginia","WV"
"3423",3423,3,"West Virginia.1970.Female",74.0479245905757,74.2795023554129,74.486259227416,74.2784113473356,67.1940572659172,68.2707341749164,69.1178163885671,68.2378846968488,5.13728356751384,5.99700246569498,7.10925472177963,6.04052665048679,"West Virginia",1970,"Female","South","South Atlantic","WV","West Virginia","WV"
"3424",3424,4,"West Virginia.1970.Male",65.7515585604189,65.9807460413352,66.1982915803105,65.978787376047,58.6325166049483,59.722171323724,60.8244224995866,59.7287312920111,5.12180132597585,6.25470816454282,7.36843730274733,6.25005608403587,"West Virginia",1970,"Male","South","South Atlantic","WV","West Virginia","WV"
"3425",3425,5,"West Virginia.1971.Female",74.3901171636562,74.5696642490375,74.7877212089476,74.5764670929558,67.5693746003029,68.595001130314,69.436128509477,68.5595214915283,5.11385932211366,5.98341752293891,7.00390069348564,6.01694560142752,"West Virginia",1971,"Female","South","South Atlantic","WV","West Virginia","WV"
"3426",3426,6,"West Virginia.1971.Male",66.0176001537757,66.2433126071627,66.4390038778086,66.2382961239801,58.7446993424623,59.8247827056961,60.8445184530476,59.8313358103419,5.36508123170599,6.4193133944108,7.4815932706495,6.40696031363813,"West Virginia",1971,"Male","South","South Atlantic","WV","West Virginia","WV"
"3427",3427,7,"West Virginia.1972.Female",74.4680966320207,74.6831724219038,74.8871296606145,74.6816537581472,68.0647740931205,68.9412013904685,69.7503771475945,68.9240482090218,4.92773817226803,5.73884080399517,6.65797582931675,5.75760554912539,"West Virginia",1972,"Female","South","South Atlantic","WV","West Virginia","WV"
"3428",3428,8,"West Virginia.1972.Male",66.0383139091521,66.2478434427507,66.4569707082073,66.2488182934255,58.9458028898016,60.0041203150321,60.9935428200319,60.0022427862056,5.25155336694375,6.24224700371673,7.32043636897561,6.24657550721988,"West Virginia",1972,"Male","South","South Atlantic","WV","West Virginia","WV"
"3429",3429,9,"West Virginia.1973.Female",74.9757219426083,75.1832933410376,75.4021751994565,75.1812915718604,68.5000056878036,69.3559429748031,70.1729646855273,69.3584053514567,4.98050055444391,5.83083134455048,6.7081678683301,5.82288622040373,"West Virginia",1973,"Female","South","South Atlantic","WV","West Virginia","WV"
"3430",3430,10,"West Virginia.1973.Male",66.3890740674357,66.6073647013129,66.8257534485068,66.6085709280368,59.2221142400558,60.273609180584,61.2285902131749,60.2717349233436,5.36312872370459,6.32948987332767,7.45776810769548,6.33683600469312,"West Virginia",1973,"Male","South","South Atlantic","WV","West Virginia","WV"
"3431",3431,11,"West Virginia.1974.Female",75.2430677989837,75.4679904466016,75.6805989382972,75.4653956030256,68.8427137334958,69.7513120018102,70.5934894845494,69.724782333436,4.83206918899402,5.73339040939261,6.67636656593909,5.7406132695896,"West Virginia",1974,"Female","South","South Atlantic","WV","West Virginia","WV"
"3432",3432,12,"West Virginia.1974.Male",66.7772999814869,66.9936545249521,67.1918628064372,66.9950098512233,59.6347871123532,60.6115434055064,61.5269117837979,60.6159193533919,5.45485386887919,6.37633316552886,7.37308367829706,6.37909049783144,"West Virginia",1974,"Male","South","South Atlantic","WV","West Virginia","WV"
"3433",3433,13,"West Virginia.1975.Female",75.6507698930554,75.8444212415189,76.0703617067502,75.8496708892601,69.0938120660583,70.0893159320838,70.946054182016,70.0716468042417,4.87200505878836,5.75328881647193,6.74655362473219,5.77802408501849,"West Virginia",1975,"Female","South","South Atlantic","WV","West Virginia","WV"
"3434",3434,14,"West Virginia.1975.Male",67.1359480124197,67.337410574448,67.5389647127339,67.3377150249035,60.0774299614264,61.0361338482502,61.9650971948804,61.0498415839611,5.36218178406176,6.29701374026407,7.2824738996491,6.2878734409424,"West Virginia",1975,"Male","South","South Atlantic","WV","West Virginia","WV"
"3435",3435,15,"West Virginia.1976.Female",75.8145648490211,76.0182037211742,76.2307149511835,76.0161268915695,69.617199189749,70.5748068197711,71.3974409714029,70.5443276061104,4.59672866584985,5.45440435204237,6.40326885980321,5.47179928545918,"West Virginia",1976,"Female","South","South Atlantic","WV","West Virginia","WV"
"3436",3436,16,"West Virginia.1976.Male",67.4154495809952,67.6299864071738,67.8166347655948,67.6306770199967,60.6620043323299,61.5967764496069,62.4686948327174,61.5921723035731,5.09982171719081,6.03432887546311,7.00227928451786,6.03850471642355,"West Virginia",1976,"Male","South","South Atlantic","WV","West Virginia","WV"
"3437",3437,17,"West Virginia.1977.Female",76.2195003463132,76.4276793249643,76.6419334132679,76.4298852324713,69.80901239549,70.7165102569243,71.5481967256643,70.7060222880087,4.85455675829187,5.70005261192438,6.61691205784338,5.72386294446262,"West Virginia",1977,"Female","South","South Atlantic","WV","West Virginia","WV"
"3438",3438,18,"West Virginia.1977.Male",67.8082116291527,67.9889662649258,68.1765933513507,67.9915974684018,60.9870369161291,61.9094096752986,62.6833619552315,61.8956855837739,5.25939647808656,6.09660424991222,7.03986530715661,6.0959118846279,"West Virginia",1977,"Male","South","South Atlantic","WV","West Virginia","WV"
"3439",3439,19,"West Virginia.1978.Female",76.3826948928267,76.580517727307,76.7879977350756,76.5838655060776,70.1235360103927,71.0993145941506,71.9788073724892,71.0912373346804,4.58674189433531,5.498144509315,6.47678290857452,5.49262817139722,"West Virginia",1978,"Female","South","South Atlantic","WV","West Virginia","WV"
"3440",3440,20,"West Virginia.1978.Male",68.126449716828,68.3154222658896,68.5072437799936,68.3209341277746,61.4379095908369,62.3039929286509,63.1293069825145,62.2949396497302,5.18991154709507,6.01092092565325,6.93971211533961,6.02599447804435,"West Virginia",1978,"Male","South","South Atlantic","WV","West Virginia","WV"
"3441",3441,21,"West Virginia.1979.Female",76.7926112312492,76.9957153517949,77.191498538296,76.9930973675625,70.4659809976541,71.3092226768519,72.122573080251,71.3018986764836,4.85953060185631,5.68533807344162,6.57005278165256,5.69119869107888,"West Virginia",1979,"Female","South","South Atlantic","WV","West Virginia","WV"
"3442",3442,22,"West Virginia.1979.Male",68.4575743049574,68.6583948629928,68.8572286593984,68.6572885366585,61.8565425546335,62.8001253001747,63.5845644651335,62.7881793073338,5.00870718656954,5.86054017015054,6.82987896019597,5.86910922932467,"West Virginia",1979,"Male","South","South Atlantic","WV","West Virginia","WV"
"3443",3443,23,"West Virginia.1980.Female",76.9924212055316,77.1782189074984,77.374448950004,77.1791120086762,70.9189356893025,71.7730324616488,72.5633530357965,71.7696962639231,4.56285296231913,5.39983354689106,6.30051933293987,5.40941574475303,"West Virginia",1980,"Female","South","South Atlantic","WV","West Virginia","WV"
"3444",3444,24,"West Virginia.1980.Male",68.8168734659523,68.9982647183255,69.1926130307881,69.0013376063027,62.3121510459346,63.1594448545361,63.9561219137641,63.1456965052404,5.03479036575217,5.8322404624393,6.71357000233545,5.85564110106223,"West Virginia",1980,"Male","South","South Atlantic","WV","West Virginia","WV"
"3445",3445,25,"West Virginia.1981.Female",77.2099246505547,77.3942696100476,77.5937011163573,77.3982243528036,71.3580862020931,72.1830561985089,72.9787307147748,72.1875972406572,4.38599148105924,5.20944093250048,6.1209326194769,5.21062711214641,"West Virginia",1981,"Female","South","South Atlantic","WV","West Virginia","WV"
"3446",3446,26,"West Virginia.1981.Male",69.0992577225515,69.2846909339226,69.4666358708753,69.2840941029609,62.6298641677053,63.4789110581907,64.2433502121927,63.467403179456,5.00792449472692,5.80488312401728,6.73758884899928,5.81669092350485,"West Virginia",1981,"Male","South","South Atlantic","WV","West Virginia","WV"
"3447",3447,27,"West Virginia.1982.Female",77.4401561750334,77.6161098201029,77.8151359416887,77.6197637835642,71.6005202826176,72.4387205374711,73.2217455611387,72.4285291411667,4.35227986777867,5.18782714000502,6.04301819137046,5.19123464239753,"West Virginia",1982,"Female","South","South Atlantic","WV","West Virginia","WV"
"3448",3448,28,"West Virginia.1982.Male",69.394222565204,69.5897024507046,69.7775958484793,69.58940171881,62.8602878766663,63.737392684122,64.5887930807327,63.7304847788353,5.00806800969063,5.85662432716213,6.76741305025857,5.85891693997472,"West Virginia",1982,"Male","South","South Atlantic","WV","West Virginia","WV"
"3449",3449,29,"West Virginia.1983.Female",77.4925963551099,77.6806752269485,77.8664584553527,77.6788340525261,71.7553852084628,72.5753378343382,73.3587278250994,72.5798347645676,4.25237969756573,5.10168327496924,5.9115107619515,5.0989992879585,"West Virginia",1983,"Female","South","South Atlantic","WV","West Virginia","WV"
"3450",3450,30,"West Virginia.1983.Male",69.6380673949938,69.8171402700817,70.0175987436532,69.8227165164754,63.0302785062687,63.924528845753,64.7282838907212,63.9074360685771,5.04048673260151,5.89078429135238,6.80474634204005,5.91528044789825,"West Virginia",1983,"Male","South","South Atlantic","WV","West Virginia","WV"
"3451",3451,31,"West Virginia.1984.Female",77.4818210504859,77.6831307128338,77.8714421031028,77.6848759711704,71.9828141411144,72.7695771349765,73.5636527070602,72.7664869588121,4.11242518246276,4.92503440958173,5.74503609438786,4.91838901235836,"West Virginia",1984,"Female","South","South Atlantic","WV","West Virginia","WV"
"3452",3452,32,"West Virginia.1984.Male",69.8283544703288,70.0073275303174,70.2023245986531,70.0056154413066,63.4091008868962,64.2604337499054,65.1188223287442,64.2426346176094,4.88012698561997,5.73187742074221,6.62257693037215,5.76298082369723,"West Virginia",1984,"Male","South","South Atlantic","WV","West Virginia","WV"
"3453",3453,33,"West Virginia.1985.Female",77.5483568422881,77.7183364824548,77.907897694656,77.7180798263867,71.9949327643994,72.8047925888982,73.6166834801554,72.7950930926041,4.08600177320135,4.9156837449714,5.76212235560173,4.92298673378264,"West Virginia",1985,"Female","South","South Atlantic","WV","West Virginia","WV"
"3454",3454,34,"West Virginia.1985.Male",69.9556786240711,70.1340150270794,70.3142293144221,70.1368812237796,63.6183130699278,64.4433461894738,65.3731654923373,64.465860745805,4.72615207229862,5.67000067420094,6.56454588546224,5.67102047797456,"West Virginia",1985,"Male","South","South Atlantic","WV","West Virginia","WV"
"3455",3455,35,"West Virginia.1986.Female",77.5131268788837,77.6973925044417,77.8826726531191,77.6999099536887,72.0774816609314,72.8891851981462,73.7253738405726,72.8919245468272,3.97171938349128,4.81606611381546,5.66145391065199,4.80798540686151,"West Virginia",1986,"Female","South","South Atlantic","WV","West Virginia","WV"
"3456",3456,36,"West Virginia.1986.Male",70.0581341355081,70.2361335460539,70.4194959243432,70.236415331258,63.8414832017475,64.6336835480605,65.5032534648362,64.6441840735026,4.68410635350441,5.61554601690736,6.43576664723925,5.59223125775537,"West Virginia",1986,"Male","South","South Atlantic","WV","West Virginia","WV"
"3457",3457,37,"West Virginia.1987.Female",77.5516479492855,77.7339033038463,77.9185570553951,77.7358677550395,72.2878159578936,73.1483129768797,73.9612241119661,73.146640311479,3.78483289721156,4.58920597621227,5.48147067830673,4.58922744356054,"West Virginia",1987,"Female","South","South Atlantic","WV","West Virginia","WV"
"3458",3458,38,"West Virginia.1987.Male",70.1202956125903,70.3087591000245,70.4766573081515,70.3092358379079,63.9990439581946,64.7491653612897,65.6406260675209,64.7678913892092,4.65609928999332,5.55698169102867,6.29760807158125,5.54134444869872,"West Virginia",1987,"Male","South","South Atlantic","WV","West Virginia","WV"
"3459",3459,39,"West Virginia.1988.Female",77.6128963431257,77.8006331071909,77.988552379173,77.8027630573628,72.5439990405093,73.355737046082,74.229044147026,73.360157752393,3.57736505617637,4.44480091903178,5.25658128436302,4.4426053049698,"West Virginia",1988,"Female","South","South Atlantic","WV","West Virginia","WV"
"3460",3460,40,"West Virginia.1988.Male",70.3148882838388,70.4877675905163,70.6701614879839,70.4878417433249,64.0853058932752,64.8902796040051,65.794314914206,64.9014283650228,4.67065585056042,5.59684865954524,6.42202871960223,5.58641337830214,"West Virginia",1988,"Male","South","South Atlantic","WV","West Virginia","WV"
"3461",3461,41,"West Virginia.1989.Female",77.8148307614985,77.9923556863625,78.1880366178223,77.9932282485521,72.7883436956186,73.6689943633028,74.5095330834542,73.6704357795874,3.45766531382088,4.32988687512059,5.20533472145442,4.32279246896473,"West Virginia",1989,"Female","South","South Atlantic","WV","West Virginia","WV"
"3462",3462,42,"West Virginia.1989.Male",70.4297957785584,70.5975689283368,70.7850073536627,70.599467111456,64.2616050090554,65.005157011807,65.8091670584485,65.0167228435225,4.74857538656807,5.59083641072645,6.35866673276328,5.58274426793346,"West Virginia",1989,"Male","South","South Atlantic","WV","West Virginia","WV"
"3463",3463,43,"West Virginia.1990.Female",77.9025420706492,78.091219171046,78.2648805911353,78.0909144915998,72.9766086760697,73.8877027405256,74.7676591599882,73.8870473266713,3.29288793714661,4.1971209975227,5.16202419592961,4.2038671649285,"West Virginia",1990,"Female","South","South Atlantic","WV","West Virginia","WV"
"3464",3464,44,"West Virginia.1990.Male",70.5746470425076,70.7591658872745,70.9390598196089,70.7595133541018,64.3358377497954,65.0975209638626,65.9126338902338,65.1130889437145,4.85856597331857,5.66505389230284,6.44645659659425,5.64642441038727,"West Virginia",1990,"Male","South","South Atlantic","WV","West Virginia","WV"
"3465",3465,45,"West Virginia.1991.Female",77.8793775732829,78.0567953519841,78.2427361342572,78.0587298642748,73.1225049413333,73.9968856044264,74.9026921792967,74.010237841208,3.14603937697703,4.05109741052189,4.91923705124574,4.04849202306671,"West Virginia",1991,"Female","South","South Atlantic","WV","West Virginia","WV"
"3466",3466,46,"West Virginia.1991.Male",70.7373699866716,70.9346618134243,71.1064470013742,70.9331748726236,64.5105638872051,65.3166817037821,66.15065382076,65.3235980139665,4.79476341454428,5.61406758655387,6.45048030482344,5.60957685865708,"West Virginia",1991,"Male","South","South Atlantic","WV","West Virginia","WV"
"3467",3467,47,"West Virginia.1992.Female",77.959441366699,78.1314062771533,78.323812526166,78.1324559005606,73.3130499623629,74.1359732264419,75.0021074951216,74.1432522839893,3.13948174888151,3.99163270652198,4.80397895640466,3.98920361657136,"West Virginia",1992,"Female","South","South Atlantic","WV","West Virginia","WV"
"3468",3468,48,"West Virginia.1992.Male",70.9999569193448,71.1698253655953,71.3631825634148,71.1738702848824,64.6876387137805,65.492283870728,66.2888046360106,65.4969593079195,4.86358485297008,5.66981584261936,6.49886823659877,5.67691097696292,"West Virginia",1992,"Male","South","South Atlantic","WV","West Virginia","WV"
"3469",3469,49,"West Virginia.1993.Female",77.8842098407561,78.0523497605057,78.2325419134669,78.0552462056224,73.2840607054337,74.0973551076279,74.929103631257,74.0954678739706,3.10862772823133,3.95358872926816,4.79544064060764,3.95977833165179,"West Virginia",1993,"Female","South","South Atlantic","WV","West Virginia","WV"
"3470",3470,50,"West Virginia.1993.Male",71.1269046261562,71.3073347107634,71.4876611433758,71.3057628079086,64.7798940374246,65.6225043888761,66.3883313156209,65.6093312166964,4.91328687413282,5.66828775338026,6.54283337501536,5.69643159121217,"West Virginia",1993,"Male","South","South Atlantic","WV","West Virginia","WV"
"3471",3471,51,"West Virginia.1994.Female",77.9204125166872,78.0864871183218,78.2781941775305,78.0883350304834,73.4516741793516,74.2996889954494,75.0935382352098,74.282450201993,2.96729605613538,3.79939514688839,4.62557821756903,3.80588482849042,"West Virginia",1994,"Female","South","South Atlantic","WV","West Virginia","WV"
"3472",3472,52,"West Virginia.1994.Male",71.3752695440482,71.5492873099128,71.7361400243302,71.5520780460462,65.0275568994235,65.8181474762842,66.6599684755087,65.8097845458668,4.87352011278956,5.74213198161392,6.5322633712755,5.74229350017939,"West Virginia",1994,"Male","South","South Atlantic","WV","West Virginia","WV"
"3473",3473,53,"West Virginia.1995.Female",77.9649949396802,78.1386800959402,78.308872150167,78.1382646756912,73.5302582845184,74.4662638236846,75.3323277883357,74.4658382730969,2.80224875222862,3.66967537942786,4.59246661178894,3.67242640259426,"West Virginia",1995,"Female","South","South Atlantic","WV","West Virginia","WV"
"3474",3474,54,"West Virginia.1995.Male",71.488111641812,71.65814150156,71.8393412742447,71.6574808099307,65.2402330401916,66.0100852132616,66.8523441240081,66.0122052453944,4.7659872232944,5.63898139153054,6.42375535717953,5.64527556453636,"West Virginia",1995,"Male","South","South Atlantic","WV","West Virginia","WV"
"3475",3475,55,"West Virginia.1996.Female",77.9118414287277,78.0844118610996,78.2551385462654,78.0860261778603,73.5121859359189,74.3997178458057,75.2353491822368,74.3910673246034,2.83648849112857,3.69692039219154,4.5840687851746,3.6949588532569,"West Virginia",1996,"Female","South","South Atlantic","WV","West Virginia","WV"
"3476",3476,56,"West Virginia.1996.Male",71.595549333577,71.7747028504147,71.9391384712512,71.7722816941939,65.481191287048,66.292073026624,67.0759362274419,66.2750466697387,4.70208649515773,5.48713912840044,6.31914863902965,5.49723502445514,"West Virginia",1996,"Male","South","South Atlantic","WV","West Virginia","WV"
"3477",3477,57,"West Virginia.1997.Female",77.7710397157872,77.9323714754049,78.0981035682065,77.9344092949655,73.5739890373537,74.4685632469332,75.264098998658,74.4643683785904,2.64127069098704,3.46542926001078,4.36739128719925,3.47004091637509,"West Virginia",1997,"Female","South","South Atlantic","WV","West Virginia","WV"
"3478",3478,58,"West Virginia.1997.Male",71.6554807222321,71.8423498226325,72.0212760229298,71.8411684940079,65.779250023755,66.6040656456184,67.4002559086822,66.5920174095186,4.4182851024199,5.24585953156282,6.06740236675443,5.24915108448925,"West Virginia",1997,"Male","South","South Atlantic","WV","West Virginia","WV"
"3479",3479,59,"West Virginia.1998.Female",77.8041515348897,77.9854731545686,78.1552475957118,77.9813382703238,73.7070337669013,74.59546965433,75.4560728339059,74.5982977360516,2.49719626914214,3.3783658938073,4.27514967420853,3.38304053427228,"West Virginia",1998,"Female","South","South Atlantic","WV","West Virginia","WV"
"3480",3480,60,"West Virginia.1998.Male",71.7831566884326,71.9639085341345,72.1383702652923,71.9621436291607,66.001365540859,66.8714147949127,67.6360626263585,66.8662837754782,4.28936259686944,5.09138026844602,5.90409495756947,5.09585985368249,"West Virginia",1998,"Male","South","South Atlantic","WV","West Virginia","WV"
"3481",3481,61,"West Virginia.1999.Female",77.6887422434449,77.8549381702598,78.0189329166788,77.8546329949071,73.7985839566127,74.6640751298363,75.5636745801122,74.665610290857,2.29586184224736,3.18911636257068,4.05831718830062,3.18902270405011,"West Virginia",1999,"Female","South","South Atlantic","WV","West Virginia","WV"
"3482",3482,62,"West Virginia.1999.Male",71.907796337776,72.0815259602493,72.2513278211503,72.0822063670687,66.3883842327993,67.211284659164,68.0359527074232,67.2348806506104,4.02212196679298,4.8670309462093,5.65117010476053,4.84732571645837,"West Virginia",1999,"Male","South","South Atlantic","WV","West Virginia","WV"
"3483",3483,63,"West Virginia.2000.Female",77.6476386448713,77.8092167510151,77.9788880533933,77.8101060713075,74.0812327705606,74.8990898311564,75.7978898951027,74.9156219057264,1.99969214971302,2.89621261898991,3.74274629003951,2.89448416558107,"West Virginia",2000,"Female","South","South Atlantic","WV","West Virginia","WV"
"3484",3484,64,"West Virginia.2000.Male",72.0269335959017,72.182540368698,72.3544447155986,72.1847166160313,66.7472244032789,67.5784248936467,68.363342468765,67.5745466313125,3.80313953802979,4.60266982999535,5.39214208499549,4.6101699847188,"West Virginia",2000,"Male","South","South Atlantic","WV","West Virginia","WV"
"3485",3485,65,"West Virginia.2001.Female",77.6660830019347,77.8215206204041,77.9671591331848,77.8207829949731,74.1957034870688,75.0018318347832,75.9581732768335,75.0160274258405,1.87356039614619,2.81345316484982,3.66527133795532,2.8047555691325,"West Virginia",2001,"Female","South","South Atlantic","WV","West Virginia","WV"
"3486",3486,66,"West Virginia.2001.Male",72.0754496404123,72.2538255967561,72.4383976209842,72.2561964281286,67.0549051341042,67.8407458446552,68.5767612806062,67.8374315653035,3.64126931192594,4.41431391433525,5.2247753704002,4.41876486282504,"West Virginia",2001,"Male","South","South Atlantic","WV","West Virginia","WV"
"3487",3487,67,"West Virginia.2002.Female",77.642168513666,77.8131646360356,77.9822968747262,77.81231592194,74.3863990466398,75.1998984861299,76.1646936772517,75.2198989971715,1.63164361517316,2.59465557234961,3.45429367339759,2.59241692476847,"West Virginia",2002,"Female","South","South Atlantic","WV","West Virginia","WV"
"3488",3488,68,"West Virginia.2002.Male",72.1003427578819,72.2670695507573,72.4511545794978,72.269393619405,67.2304195689396,68.037989376431,68.8688711970164,68.0385001734958,3.37354022617135,4.24879095252796,5.06847572086844,4.23089344590913,"West Virginia",2002,"Male","South","South Atlantic","WV","West Virginia","WV"
"3489",3489,69,"West Virginia.2003.Female",77.6507335399463,77.7993567864719,77.970827584514,77.8015604371798,74.3617684280367,75.1491064326565,76.0696706026779,75.1736962789462,1.74499359212899,2.65807802890217,3.4925607641119,2.62786415823364,"West Virginia",2003,"Female","South","South Atlantic","WV","West Virginia","WV"
